,Date,Adj Close,Close,High,Low,Open,Volume,SMA_20,SMA_50,EMA_12,EMA_26,RSI,MACD,MACD_Signal,BB_Lower,BB_Mid,BB_Upper,ATR,Stoch_K,Stoch_D,OBV,CCI,ROC
16,1999-02-16,0.040122472,0.043749999,0.046094,0.039322998,0.044271,211008000.0,,,0.04110590713273524,,81.58921745449797,,,,,,0.003604059091029779,64.56495402075043,,-200448000.0,,5.330313463020034
17,1999-02-17,0.037972841,0.041405998,0.043228999,0.040624999,0.042707998,67728000.0,,,0.041152074958468274,,75.96768716471112,,,,,,0.0035698405845276514,66.45874761973182,58.270226103706634,-268176000.0,,4.605504772111644
18,1999-02-18,0.038569845,0.042057,0.043228999,0.040885001,0.042707998,70704000.0,,,0.041291294195627,,76.45293957272915,,,,,,0.0034822803999185335,63.19900591794662,64.7409025194763,-197472000.0,,4.191752859946804
19,1999-02-19,0.039884031,0.04349,0.044271,0.041145999,0.041666999,75360000.0,0.0409636499,,0.041629556627069,,77.52854237635573,,,0.036710932506178705,0.0409636499,0.0452163672938213,0.003456760442781495,62.3345900658288,63.997447867835746,-122112000.0,-1765.9868656524766,16.783032137030933
20,1999-02-22,0.040122472,0.043749999,0.044792,0.041405998,0.044271,205248000.0,0.041100349800000005,,0.04195577853059684,,77.72733378288238,,,0.03666855348445378,0.041100349800000005,0.04553214611554623,0.003451706268297103,70.12766473834691,65.22042024070744,83136000.0,-1742.516018025103,15.067992165802691
21,1999-02-23,0.042032767,0.045832999,0.046744999,0.042188,0.044792,138096000.0,0.04112634970000001,,0.0425522739874281,,79.30675253348085,,,0.03658572821023565,0.04112634970000001,0.045666971189764365,0.003530655749133024,80.59424807101217,71.01883429172929,221232000.0,-1697.4660016838852,14.285349876054765
22,1999-02-24,0.045376468,0.049479,0.054687999,0.048307002,0.052604001,612768000.0,0.04151044965,,0.04361792414320839,,81.74669104785463,,,0.035629199422650464,0.04151044965,0.04739169987734954,0.00391096605276638,79.30026564745923,76.67405948560611,834000000.0,-1381.0513976093555,19.87353425719547
23,1999-02-25,0.043943971,0.047917001,0.053125001,0.047134999,0.051562998,149136000.0,0.041822949750000005,,0.0442793205827148,,77.52910775385949,,,0.03527974095444602,0.041822949750000005,0.04836615854555399,0.004059468620425924,74.15776413168453,78.01742595005197,684864000.0,-1145.2528738782835,20.261525455815825
24,1999-02-26,0.041913562,0.045703001,0.050000001,0.045313001,0.048438001,172608000.0,0.042031299800000005,,0.044498348339220214,,71.86909740680771,,,0.03526499358460374,0.042031299800000005,0.04879760601539627,0.004104292290395502,59.947663533547285,71.13523110423034,512256000.0,-1034.7742355045461,19.38820774305248
25,1999-03-01,0.042152904,0.045963999,0.047917001,0.043749999,0.046875,92160000.0,0.042350349700000005,,0.044723833056263256,0.042227653730769234,72.12742675658055,0.0024961793254940218,,0.035469332742384355,0.042350349700000005,0.049231366657615655,0.004108771555367252,53.23246981506952,62.44596582676711,604416000.0,-997.7208875847633,21.305845153048338
26,1999-03-02,0.041794319,0.045573,0.046094,0.044792,0.045832999,55248000.0,0.042610749749999996,,0.04485447412453045,0.04247545715811966,71.07443098799541,0.0023790169664107894,,0.035652338450746154,0.042610749749999996,0.04956916104925384,0.00390828787284102,48.75439974018033,53.97817769626571,549168000.0,-990.0778526737707,10.759250249337729
27,1999-03-03,0.038928449,0.042447999,0.045832999,0.042188,0.045832999,61392000.0,0.04287114975,,0.04448424718229499,0.042473423220481164,63.14041912763724,0.002010823961813825,,0.03638524717378828,0.04287114975,0.049357052326211716,0.0038894815247809468,41.44017812910066,47.8090158947835,487776000.0,-1079.942446187082,-2.39595539204415
28,1999-03-04,0.038092051,0.041536,0.044792,0.041145999,0.044530999,57360000.0,0.04304689985,,0.04403067069271114,0.042403984463408484,61.000288759744144,0.0016266862293026554,,0.03693463747296052,0.04304689985,0.049159162227039484,0.003872090058725165,29.574470039223755,39.92301596950158,430416000.0,-1174.5775765055448,-5.0605692585273
29,1999-03-05,0.040241711,0.043880001,0.044009998,0.041926999,0.041926999,78768000.0,0.0432356998,,0.044007490739986346,0.04251331902167452,64.34530062096421,0.0014941717183118292,,0.03727478640592116,0.0432356998,0.049196613194078836,0.0037722263402447964,23.54089361755208,31.518513928625495,509184000.0,-1246.6189781675566,5.9749870055058265
30,1999-03-08,0.040838718,0.044530999,0.045832999,0.041926999,0.042707998,75888000.0,0.04339844975,,0.04408803047229614,0.042662776797846774,65.23708328118677,0.0014252536744493657,,0.03748527185077372,0.04339844975,0.049311627649226274,0.003781781601655883,23.945406706603386,25.686923454459738,585072000.0,-1279.719601418313,5.882490429655003
31,1999-03-09,0.042152904,0.045963999,0.046615001,0.044401001,0.044401001,143184000.0,0.043704449750000006,,0.044376641015019806,0.04290731177578405,67.18286503778532,0.0014693292392357546,,0.03793406895544113,0.043704449750000006,0.04947483054455888,0.0036697972015376054,31.40989461711539,26.298731647090285,728256000.0,-1286.3712740056376,5.688661761324437
32,1999-03-10,0.041435741,0.045182001,0.046615001,0.044530999,0.046615001,235344000.0,0.04404949975,,0.044500542551170606,0.043075807273874125,65.04330415336106,0.0014247352772964808,,0.03884726702599195,0.04404949975,0.04925173247400805,0.003556526115713491,31.458313580214547,28.937871634644438,492912000.0,-1370.794873664511,3.2731475033862325
33,1999-03-11,0.039644685,0.043228999,0.045182001,0.043228999,0.044401001,54288000.0,0.04431639965,,0.044304920466375124,0.04308715480914271,59.911630855552225,0.001217765657232417,0.0017271068943941264,0.03996664530147059,0.04431639965,0.04866615399852941,0.0034419886788768133,27.327234504827473,30.0651475673858,438624000.0,-1544.5645991665183,-5.681495989385294
34,1999-03-12,0.038928449,0.042447999,0.04349,0.041666999,0.04349,90768000.0,0.044381499649999996,,0.04401924024077895,0.043039809934391396,57.942885472848026,0.0009794303063875506,0.0015775715767928113,0.04019564768372335,0.044381499649999996,0.04856735161627664,0.0033263467018141836,18.266632205976443,25.68406009700615,347856000.0,-1612.1166405791796,-14.210070939186325
35,1999-03-15,0.040600277,0.044271,0.044792,0.043228999,0.04349,108816000.0,0.044420549649999995,,0.04405797251142834,0.04313100919851055,61.15187998247448,0.0009269633129177848,0.001447449924017806,0.04025519417155224,0.044420549649999995,0.04858590512844775,0.003256179151684599,16.02422340373157,20.539363371511826,456672000.0,-1654.7209302900815,-7.608992474299472
36,1999-03-16,0.039287001,0.042838998,0.045051999,0.042447999,0.044530999,79152000.0,0.044374999600000006,,0.0438704379712086,0.043109378739361624,57.44408094434421,0.0007610592318469736,0.0013101717855836395,0.040159150904771936,0.044374999600000006,0.04859084829522808,0.0032095949265642707,15.607983494985007,16.632946368231003,377520000.0,-1669.9765478971656,-6.266553480809711
37,1999-03-17,0.039525457,0.043099001,0.044009998,0.042057,0.043228999,51360000.0,0.04445964975,,0.04375175536025343,0.04310861001792743,57.94269808105897,0.0006431453423259986,0.0011767664969321114,0.0404309776423116,0.04445964975,0.04848832185768841,0.003119838003238252,19.755754165517416,17.129320354744664,428880000.0,-1722.8098789052663,-6.23313476270853
38,1999-03-18,0.040003255,0.043620002,0.044271,0.042188,0.043228999,46320000.0,0.04453779985,,0.04373148561252213,0.04314649090548836,58.979866249920065,0.0005849947070337702,0.0010584121389524432,0.040647093547490985,0.04453779985,0.04842850615250901,0.0030457781458640906,24.243037034792152,19.868924898431523,475200000.0,-1778.9550264889408,-4.285427775217792
39,1999-03-19,0.040122472,0.043749999,0.045051999,0.04349,0.04349,105312000.0,0.0445507998,,0.043734333825980264,0.04319119520878552,59.249898677592526,0.0005431386171947453,0.0009553574346009037,0.04067311887454111,0.0445507998,0.04842848072545889,0.0029397939211595133,35.403287189532286,26.467359463280616,580512000.0,-1830.4850480807352,3.067282394159493
40,1999-03-22,0.038928449,0.042447999,0.044792,0.042447999,0.044661,36672000.0,0.04448569979999999,,0.043536436160444836,0.04313614363776437,55.32184138523928,0.0004002925226804649,0.0008443444522168159,0.040508960232501286,0.04448569979999999,0.0484624393674987,0.002897237283933834,35.98630665651938,31.87754362694794,543840000.0,-1826.4269882402657,2.1956832627118734
41,1999-03-23,0.036540333,0.039843999,0.042707998,0.039062999,0.042707998,163968000.0,0.044186249799999994,,0.04296836890499178,0.04289228107200405,48.40935656235606,7.608783298772986e-05,0.0006906931283709988,0.039760120716001754,0.044186249799999994,0.048612378883998233,0.002950648835081417,27.25411251696186,32.88123545433784,379872000.0,-1674.5432522915646,-9.197816563404372
42,1999-03-24,0.036300983,0.039583001,0.039843999,0.038020998,0.039583001,60864000.0,0.04369144985,,0.04244754307345459,0.04264714921481857,47.76514349005193,-0.00019960614136398103,0.0005126332744240028,0.0395534209854388,0.04369144985,0.047829478714561204,0.00287010256114703,17.441343805813418,26.89392099309822,319008000.0,-1912.0015963748674,-11.111356383448758
43,1999-03-25,0.036778785,0.040104002,0.041666999,0.039322998,0.039453,40320000.0,0.043300799900000006,,0.04208699829292311,0.04245876793964683,49.21791336600886,-0.0003717696467237172,0.0003357526901944588,0.03937255010664483,0.043300799900000006,0.04722904969335518,0.002832523878207957,17.585002292129438,20.760152871634904,359328000.0,-2089.9905972970573,-12.74910174808767
44,1999-03-26,0.040003255,0.043620002,0.043749999,0.040624999,0.040624999,88272000.0,0.043196649950000006,,0.04232284501708879,0.042544785277450765,57.75658696304725,-0.00022194026036197884,0.0002242141000831713,0.039429413878168104,0.043196649950000006,0.04696388602183191,0.0028906291011931025,35.854502261635204,23.626949453192687,447600000.0,-2309.0585083660685,-3.4571266553688083
45,1999-03-29,0.041197304,0.044922002,0.045963999,0.044140998,0.044922002,65952000.0,0.043144550100000005,,0.04272271532215205,0.042720875405047,60.41118731964519,1.839917105048161e-06,0.0001797392634875467,0.03951204618631842,0.043144550100000005,0.04677705401368159,0.0028515839511078812,56.562744974606105,36.66741650945691,513552000.0,-2380.3289787526382,3.9163594789692113
46,1999-03-30,0.037734382,0.041145999,0.045442998,0.040885001,0.045051999,69504000.0,0.042923200050000006,,0.04248014358028251,0.04260421789356204,50.49977350427218,-0.00012407431327952911,0.00011897654813413154,0.03937522589315965,0.042923200050000006,0.04647117420684036,0.0029734705974573186,61.59772723291344,51.33832482305158,444048000.0,-2465.6920694402447,-3.067282394159493
47,1999-03-31,0.040360913,0.044009998,0.044530999,0.040495001,0.042447999,153600000.0,0.043001300000000006,,0.042715505798700586,0.04270834975329818,56.34946571914393,7.1560454024052755e-06,9.66124475877863e-05,0.039428687963200974,0.043001300000000006,0.04657391203679904,0.003049365411924653,65.01425556901165,61.058242592177066,597648000.0,-2487.455194123888,-0.5895552393214436
48,1999-04-01,0.039166883,0.042707998,0.044271,0.041926999,0.044009998,30432000.0,0.043059899900000004,,0.04271435075274665,0.042708323697498315,53.267613058492806,6.0270552483324136e-06,7.849536911989552e-05,0.039550599845524,0.043059899900000004,0.04656919995447601,0.0029989822396443207,57.91682094294924,61.50960124829144,567216000.0,-2546.722836654703,-0.30579613463416233
49,1999-04-05,0.037972841,0.041405998,0.043228999,0.041145999,0.042188,98640000.0,0.04293619975,0.042601599840000004,0.04251306571386255,0.042611855127313254,50.30472314342873,-9.878941345070613e-05,4.303841260577519e-05,0.03937459370239667,0.04293619975,0.046497805797603334,0.002933554936812583,59.00792408310159,60.646333531687496,468576000.0,-2430.15935883326,-3.928172256243245
50,1999-04-06,0.037018139,0.040364999,0.041926999,0.039583001,0.041797001,69696000.0,0.04272789975,0.042588579800000005,0.04218259391172985,0.042445421340104865,48.00556989086468,-0.0002628274283750162,-1.8134755590383094e-05,0.03907294378853899,0.04272789975,0.04638285571146101,0.0028914437270402557,43.71144273220325,53.54539591941803,398880000.0,-2246.2155628395963,-7.462179850427333
51,1999-04-07,0.040122472,0.043749999,0.044009998,0.040364999,0.040624999,89280000.0,0.04261719975,0.042557319760000004,0.0424237331560791,0.04254205672231932,55.179097848621026,-0.00011832356624021795,-3.8172517720350063e-05,0.03925233177411049,0.04261719975,0.04598206772588951,0.0029452691036802375,48.084269409005486,50.267878741436775,488160000.0,-2462.7681923999016,0.0
52,1999-04-08,0.040838718,0.044530999,0.045832999,0.04349,0.044009998,130128000.0,0.04258464965,0.04261199972,0.0427479279012977,0.042689385779925294,56.664674549561106,5.8542121372406886e-05,-1.882958990179868e-05,0.03931294221586779,0.04258464965,0.04585635708413221,0.0029022498105602205,61.19854447959908,50.99808554026927,618288000.0,-2537.5294848966887,4.9071806659249155
53,1999-04-09,0.040122472,0.043749999,0.044792,0.04349,0.044792,48624000.0,0.04261069964999999,0.04265365972,0.04290209268571344,0.04276794972215305,54.71177470204224,0.00013414296356038802,1.176492079063866e-05,0.0393092291239962,0.04261069964999999,0.04591217017600378,0.002787946252663062,75.40392269034504,61.56224552631653,569664000.0,-2526.145480014922,9.803232853208334
54,1999-04-12,0.038450632,0.041926999,0.043228999,0.041145999,0.043228999,33312000.0,0.04258464965,0.042661479700000005,0.04275207827252676,0.04270565707606764,50.34977690905838,4.6421196459117686e-05,1.8696175924334466e-05,0.0392695799344787,0.04258464965,0.0458997193655213,0.0027748072346157,67.7535816332727,68.1186829344056,536352000.0,-2467.784860489151,5.921728875483695
55,1999-04-13,0.036898006,0.040233999,0.042707998,0.039583001,0.042707998,36144000.0,0.04238279960000001,0.042674499660000004,0.04236468146136879,0.04252257129265522,46.63152166254129,-0.00015788983128642992,-1.662102551781841e-05,0.039008970714349354,0.04238279960000001,0.04575662848565066,0.002799820789286007,49.72093461065073,64.29281297808949,500208000.0,-2352.057173381731,0.32414969458658954
56,1999-04-14,0.035824101,0.039062999,0.041016001,0.039062999,0.040104002,48288000.0,0.042193999649999994,0.04264845966,0.0418567303134659,0.04226630667838446,44.200157102221446,-0.0004095763649185624,-9.521209339796721e-05,0.038518533992941195,0.042193999649999994,0.04586946530705879,0.0027393337329084354,25.67879990614798,47.717772050023804,451920000.0,-2116.15223695688,-10.447049039566751
57,1999-04-15,0.036778785,0.040104002,0.040104002,0.039062999,0.040104002,35856000.0,0.0420442497,0.04270573972,0.04158707980370192,0.042106135961467096,46.85310174233872,-0.0005190561577651798,-0.00017998090627140975,0.0382810333037145,0.0420442497,0.045807466096285505,0.0026180243948435472,14.315277523751627,29.90500401351678,487776000.0,-1949.5503016836624,-10.725256634822292
58,1999-04-16,0.037972841,0.041405998,0.042057,0.039843999,0.039843999,38928000.0,0.04193354950000001,0.04277343972,0.04155922106467085,0.04205427389024731,50.05169016257152,-0.0004950528255764572,-0.00024299529013241923,0.03823581710664725,0.04193354950000001,0.04563128189335276,0.0025890941523547223,16.3454668405545,18.77984809015137,526704000.0,-1946.6883304746968,0.6318937595852195
59,1999-04-19,0.036300983,0.039583001,0.041926999,0.039062999,0.041926999,31296000.0,0.041725199600000006,0.0427630197,0.04125518720856764,0.04187121663911788,45.88745368872324,-0.0006160294305502384,-0.00031760211821598306,0.037989026102979266,0.041725199600000006,0.045461373097020745,0.002608730284329385,18.905791803626872,16.522178722644334,495408000.0,-1940.5911407181036,-10.059071122884399
60,1999-04-20,0.035584737,0.038802002,0.041145999,0.038410999,0.039583001,67680000.0,0.041542899750000015,0.04271353974000001,0.040877774099557236,0.04164386740659063,44.19115925138702,-0.0007660933070333942,-0.0004073003559794653,0.03760487474596174,0.041542899750000015,0.04548092475403829,0.0026177495497344294,15.633574612068083,16.961611085416486,427728000.0,-1865.6548966107048,-9.145818541997672
61,1999-04-21,0.036181759,0.039453,0.039583001,0.038541999,0.038802002,37488000.0,0.04152334980000001,0.042705719760000004,0.04065857808424074,0.04148158093202836,45.98360785681372,-0.0008230028477876211,-0.0004904408543410965,0.037546126022834386,0.04152334980000001,0.04550057357716564,0.002505124724753399,8.996164359461494,14.511843591718815,465216000.0,-1782.0975855743545,-4.716703121127518
62,1999-04-22,0.034629136,0.037760001,0.039583001,0.03737,0.039583001,227184000.0,0.04143219980000001,0.042695299760000006,0.040212643148203706,0.0412059083444707,42.188697201504716,-0.0009932651962669958,-0.0005910057227262764,0.03719281946048302,0.04143219980000001,0.04567158013951699,0.0024842587444138704,7.971941826902627,10.867226932810734,238032000.0,-1729.4790393118133,-6.453606006530552
63,1999-04-23,0.032958195,0.035937998,0.037760001,0.035677001,0.037629999,126048000.0,0.0412238996,0.04265623970000001,0.03955500543309544,0.040815692763398796,38.50570606577947,-0.0012606873303033575,-0.0007249420442416927,0.03634811612273753,0.0412238996,0.04609968307726248,0.0024555974055271656,7.072514546776478,8.013540244380199,111984000.0,-1534.241967022281,-17.85600269385149
64,1999-04-26,0.031286348,0.034115002,0.036458001,0.033333,0.035937998,123504000.0,0.0407486496,0.042515619760000005,0.038718081828003834,0.04031934529944333,35.195096045380176,-0.0016012634714394972,-0.0009002063296812536,0.035069493369445995,0.0407486496,0.046427805830554,0.0025034119479895108,4.47806805735638,6.5075081436784945,-11520000.0,-1336.901462838947,-23.3904408926465
65,1999-04-27,0.034629136,0.037760001,0.038020998,0.034375001,0.034896001,226944000.0,0.04039054955,0.04240101978,0.038570684777541706,0.0401297642402253,45.318365617301936,-0.0015590794626835977,-0.0010319809562817225,0.03492002930405903,0.04039054955,0.04586106979594097,0.0026035965231331172,14.747302571269831,8.765961725134229,215424000.0,-1319.18962499164,-13.691424312946834
66,1999-04-28,0.034390703,0.037500001,0.038020998,0.036327999,0.038020998,120096000.0,0.04020824965,0.04227601982,0.03840596419638144,0.03993496696317157,44.781003104680885,-0.001529002766790133,-0.0011313853183834047,0.03460240283677217,0.04020824965,0.04581409646322783,0.0025385538429093233,26.012155255478383,15.07917529470153,95328000.0,-1270.3440847635748,-10.558823921549934
67,1999-04-29,0.034390703,0.037500001,0.037760001,0.036719002,0.037629999,48144000.0,0.0398827498,0.04219789988,0.03826658524309198,0.03975459911404776,44.781003104680885,-0.001488013870955776,-0.001202711028897879,0.03445313257921745,0.0398827498,0.04531236702078255,0.002431585639844372,37.96279533965966,26.24075105546929,95328000.0,-1260.0760019343365,-6.795242998340785
68,1999-04-30,0.034868501,0.038020998,0.039583001,0.037629999,0.037891001,99312000.0,0.0396483998,0.042117179840000005,0.0382288025903086,0.039626184216710894,46.261839781323694,-0.0013973816264022942,-0.0012416451483987622,0.03432873966140513,0.0396483998,0.044968059938594866,0.002406686665569774,42.825899284500096,35.60028329321271,194640000.0,-1310.1353993134376,-2.6674884844351063
69,1999-05-03,0.035106938,0.038281001,0.038410999,0.037239999,0.038410999,33840000.0,0.03949214995,0.04201299986000001,0.0382368331148765,0.03952654101547305,47.025349499491476,-0.0012897079005965498,-0.0012512576988383199,0.03420638810805567,0.03949214995,0.044777911791944326,0.0023184233323147903,49.61012437671167,43.46627300029047,228480000.0,-1319.7242991632813,-4.5456834956271885
70,1999-05-04,0.033196643,0.036198001,0.038281001,0.035417002,0.038281001,96048000.0,0.03928380005,0.0418619599,0.03792316663566474,0.03927998249580838,41.89033996159627,-0.0013568158601436411,-0.0012723693310993842,0.033817483481848334,0.03928380005,0.04475011661815166,0.002357393022863734,46.52096266826787,46.31899544315988,132432000.0,-1261.045868563098,-12.577880624927815
71,1999-05-05,0.033912905,0.036979001,0.036979001,0.034375001,0.036458001,144576000.0,0.03894525015,0.041684879939999996,0.03777791038402401,0.039109539422044794,44.34428827338417,-0.0013316290380207818,-0.001284221272483664,0.03381523989424881,0.03894525015,0.04407526040575119,0.0023750078069448956,43.78344413877427,46.63817706125126,277008000.0,-1263.6559388832734,-6.578581548175192
72,1999-05-06,0.033256259,0.036263,0.037500001,0.035156,0.036719002,35616000.0,0.0385318502,0.04142055994,0.03754484724802032,0.038898684650041475,42.56943584465779,-0.001353837402021156,-0.0012981444983911625,0.033999355590179844,0.0385318502,0.04306434480982016,0.0023727930350202603,36.24225877207529,42.182221859705805,241392000.0,-1372.7984255934743,-6.543481957451592
73,1999-05-07,0.033435088,0.036458001,0.036719002,0.035156,0.035156,25008000.0,0.0381672503,0.04119137994,0.037377640132940274,0.03871789326855692,43.235792943773816,-0.0013402531356166494,-0.00130656622583626,0.03427407754552109,0.0381672503,0.04206042305447891,0.0023149508182330994,38.62792759029648,39.55121016704868,266400000.0,-1524.1168244098724,-7.591308645730375
74,1999-05-10,0.033435088,0.036458001,0.037239999,0.036198001,0.036198001,19680000.0,0.037893800400000004,0.04100647994000001,0.037236157189411,0.03855049384125641,43.23579294377382,-0.0013143366518454103,-0.00130812031103809,0.034360944156310705,0.037893800400000004,0.0414266566436893,0.0022240256169307354,41.36367456385557,38.74462030874244,266400000.0,-1650.3072795089934,-3.4480931290229693
75,1999-05-11,0.035226166,0.038410999,0.039583001,0.037239999,0.038020998,171744000.0,0.037802650400000005,0.040855419940000005,0.03741690208334777,0.03854016089005223,49.977415030958014,-0.0011232588067044622,-0.0012711480101713646,0.0344337556464416,0.037802650400000005,0.04117154515355841,0.0022883809300071117,57.08181236089354,45.69113817168186,438144000.0,-1786.627291787148,6.881298730107344
76,1999-05-12,0.036300983,0.039583001,0.039714001,0.038281001,0.038802002,168480000.0,0.037828650500000005,0.040735619960000004,0.037750148070525034,0.038617408305603916,53.54316345753096,-0.0008672602350788816,-0.0011903704551528681,0.03441112458975974,0.037828650500000005,0.04124617641024027,0.002227282292149461,76.3983365226993,58.28127448248279,606624000.0,-1818.9836097354457,16.028136243404006
77,1999-05-13,0.036300983,0.039583001,0.040624999,0.039453,0.039583001,69936000.0,0.037802600450000015,0.040678320000000004,0.03803212544429041,0.038688933690373996,53.543163457530966,-0.0006568082460835858,-0.0010836580133390117,0.034450790411882364,0.037802600450000015,0.04115441048811767,0.002151904914138785,88.3017981872816,73.92731569029148,606624000.0,-1810.8009646625394,4.827860041635057
78,1999-05-14,0.034390703,0.037500001,0.039583001,0.036979001,0.039583001,28464000.0,0.03760730060000001,0.04059760002,0.03795026014516881,0.03860086460219815,46.683838050283796,-0.000650604457029344,-0.0009970473020770782,0.034715979761030996,0.03760730060000001,0.040498621438969026,0.002184197420271729,77.88581318717507,80.86198263238532,578160000.0,-2027.8794163629818,0.0
79,1999-05-17,0.036062531,0.039322998,0.039322998,0.036849,0.036979001,35760000.0,0.03759430045000001,0.040506459960000005,0.038161450584373605,0.03865435596499829,52.42780505912532,-0.0004929053806246864,-0.0008962189177865998,0.034738260042626104,0.03759430045000001,0.04045034085737391,0.0022048974616808914,71.62612877583445,79.2712467167637,613920000.0,-2171.7902695776916,4.861325203697994
80,1999-05-18,0.037734382,0.041145999,0.041666999,0.038541999,0.039714001,151536000.0,0.0377115003,0.04043875996,0.03862061187908536,0.03883892211573916,57.373408620589295,-0.00021831023665380006,-0.00076063718156004,0.03447919964306118,0.0377115003,0.040943800956938815,0.0022706190715608278,74.0077250457179,74.5065556695758,765456000.0,-2084.4328995273195,8.21914511554905
81,1999-05-19,0.036062531,0.039322998,0.044530999,0.038672,0.042969,451728000.0,0.0377050002,0.04030593994000001,0.038728671282303,0.03887477958864737,51.59679261046016,-0.00014610830634437244,-0.0006377314065169065,0.03448695390135596,0.0377050002,0.04092304649864403,0.0025269319235921976,73.58103589460347,73.07162990538527,313728000.0,-1955.0175613254742,2.721969051958688
82,1999-05-20,0.033196643,0.036198001,0.039583001,0.034766,0.039583001,178176000.0,0.0376269002,0.04012625994,0.03833933739271792,0.038676499693192014,43.50963875107108,-0.000337162300474092,-0.0005776175853083437,0.03433940607491168,0.0376269002,0.040914394325088324,0.002690508286192755,53.17503806403945,66.92126633478694,135552000.0,-1937.1939618672786,0.0
83,1999-05-21,0.032480419,0.035417002,0.035677001,0.034375001,0.035677001,303504000.0,0.0376008504,0.03997002,0.03788974733229978,0.038435055419622235,41.74847720027115,-0.0005453080873224561,-0.0005711556857111662,0.034249374015874204,0.0376008504,0.04095232678412579,0.0026285434086075585,25.64329637192391,50.799790110188944,-167952000.0,-1850.1522405284963,-4.224016219367296
84,1999-05-24,0.032360267,0.035286002,0.036458001,0.034766,0.035677001,162624000.0,0.0376594004,0.039826780060000004,0.037489171127330585,0.03820179220335392,41.445439979962636,-0.000712621076023337,-0.0005994487637736004,0.03453083276824779,0.0376594004,0.04078796803175221,0.002561647522278447,12.393339712486465,30.403891382816607,-330576000.0,-1907.318919400411,-2.694200700438463
85,1999-05-25,0.032599632,0.035546999,0.035937998,0.035156,0.035417002,130080000.0,0.037548750299999996,0.039652300040000005,0.037190375415433574,0.038005140854957334,42.34339239667434,-0.0008147654395237597,-0.0006425120989236322,0.03428169163324701,0.037548750299999996,0.04081580896675298,0.0024345296992585577,10.256664747931865,16.09776694411408,-200496000.0,-1830.923213499525,-2.4987711202267895
86,1999-05-26,0.032480419,0.035417002,0.037239999,0.035417002,0.035417002,104736000.0,0.037444600349999996,0.03950386012,0.0369175487361361,0.03781342686570124,41.99792826168805,-0.0008958781295651391,-0.0006931853050519336,0.034041042655449695,0.037444600349999996,0.040848158044550296,0.0023908487921686606,10.256664747931865,10.968889736116731,-305232000.0,-1755.176219802536,-2.8553375704827975
